t,prn,elev,az,snr,const
80743.0,11,85.0,220.0,,GP
80743.0,12,62.0,305.0,19.0,GP
80743.0,6,54.0,45.0,28.0,GP
80743.0,20,37.0,161.0,,GP
80743.0,19,32.0,76.0,,GP
80743.0,25,29.0,313.0,30.0,GP
80743.0,24,19.0,226.0,,GP
80743.0,22,10.0,138.0,,GP
80743.0,17,10.0,86.0,,GP
80743.0,5,7.0,182.0,17.0,GP
80743.0,29,2.0,277.0,,GP
80743.0,86,63.0,298.0,,GL
80743.0,76,63.0,290.0,,GL
80743.0,85,42.0,33.0,20.0,GL
80743.0,75,39.0,180.0,,GL
80743.0,77,22.0,328.0,,GL
80743.0,87,20.0,252.0,,GL
80743.0,69,9.0,31.0,23.0,GL
80743.0,27,68.0,158.0,,GA
80743.0,13,65.0,231.0,12.0,GA
80743.0,15,57.0,43.0,18.0,GA
80743.0,21,53.0,308.0,0.0,GA
80743.0,30,16.0,142.0,,GA
80743.0,26,12.0,228.0,,GA
80743.0,34,7.0,46.0,5.0,GA
80743.0,27,70.0,307.0,,GB
80743.0,46,53.0,261.0,13.0,GB
80743.0,28,47.0,53.0,21.0,GB
80743.0,30,24.0,264.0,2.0,GB
80743.0,36,22.0,314.0,24.0,GB
80743.0,33,19.0,77.0,,GB
80743.0,41,14.0,127.0,,GB
80743.0,14,12.0,52.0,,GB
80743.0,39,5.0,332.0,28.0,GB
80743.0,42,3.0,29.0,27.0,GB
80743.0,16,1.0,340.0,,GB
80743.0,28,47.0,53.0,1.0,GB
80743.0,36,22.0,314.0,20.0,GB
80743.0,39,5.0,332.0,17.0,GB
80743.0,42,3.0,29.0,2.0,GB
80748.0,11,85.0,220.0,,GP
80748.0,12,62.0,305.0,18.0,GP
80748.0,6,54.0,45.0,28.0,GP
80748.0,20,37.0,161.0,,GP
80748.0,19,32.0,76.0,,GP
80748.0,25,29.0,313.0,30.0,GP
80748.0,24,19.0,226.0,,GP
80748.0,22,10.0,138.0,,GP
80748.0,17,10.0,86.0,,GP
80748.0,5,7.0,182.0,16.0,GP
80748.0,29,2.0,277.0,,GP
80748.0,76,63.0,290.0,,GL
80748.0,86,63.0,298.0,,GL
80748.0,85,42.0,33.0,20.0,GL
80748.0,75,39.0,180.0,,GL
80748.0,77,22.0,328.0,,GL
80748.0,87,20.0,252.0,,GL
80748.0,69,9.0,31.0,22.0,GL
80748.0,27,68.0,158.0,,GA
80748.0,13,65.0,231.0,10.0,GA
80748.0,15,57.0,43.0,17.0,GA
80748.0,21,53.0,308.0,0.0,GA
80748.0,30,16.0,142.0,,GA
80748.0,26,12.0,228.0,,GA
80748.0,34,7.0,46.0,,GA
80748.0,27,70.0,307.0,,GB
80748.0,46,53.0,261.0,17.0,GB
80748.0,28,47.0,53.0,21.0,GB
80748.0,30,24.0,264.0,2.0,GB
80748.0,36,22.0,314.0,17.0,GB
80748.0,33,19.0,77.0,,GB
80748.0,14,12.0,52.0,,GB
80748.0,39,5.0,332.0,2.0,GB
80748.0,42,3.0,29.0,28.0,GB
80748.0,16,1.0,340.0,,GB
80748.0,36,22.0,314.0,1.0,GB
80748.0,39,5.0,332.0,17.0,GB
80748.0,42,3.0,29.0,23.0,GB
80753.0,11,85.0,220.0,,GP
80753.0,12,62.0,305.0,19.0,GP
80753.0,6,54.0,45.0,26.0,GP
80753.0,20,37.0,161.0,,GP
80753.0,19,32.0,76.0,,GP
80753.0,25,29.0,313.0,29.0,GP
80753.0,24,19.0,226.0,,GP
80753.0,22,10.0,138.0,,GP
80753.0,17,10.0,86.0,,GP
80753.0,5,7.0,182.0,17.0,GP
80753.0,29,2.0,277.0,,GP
80753.0,76,63.0,290.0,,GL
80753.0,86,63.0,298.0,,GL
80753.0,85,42.0,33.0,22.0,GL
80753.0,75,39.0,180.0,,GL
80753.0,77,22.0,328.0,,GL
80753.0,87,20.0,252.0,,GL
80753.0,69,9.0,31.0,23.0,GL
80753.0,27,68.0,158.0,,GA
80753.0,13,66.0,233.0,10.0,GA
80753.0,15,57.0,43.0,19.0,GA
80753.0,21,53.0,308.0,,GA
80753.0,30,16.0,142.0,,GA
80753.0,26,12.0,228.0,,GA
80753.0,34,7.0,46.0,,GA
80753.0,27,70.0,307.0,,GB
80753.0,46,53.0,261.0,14.0,GB
80753.0,28,47.0,53.0,18.0,GB
80753.0,30,24.0,264.0,2.0,GB
80753.0,36,22.0,314.0,17.0,GB
80753.0,33,19.0,77.0,,GB
80753.0,14,12.0,52.0,,GB
80753.0,39,5.0,332.0,2.0,GB
80753.0,42,3.0,29.0,25.0,GB
80753.0,16,1.0,340.0,,GB
80753.0,36,22.0,314.0,1.0,GB
80753.0,39,5.0,332.0,16.0,GB
80753.0,42,3.0,29.0,19.0,GB
80758.0,11,85.0,220.0,,GP
80758.0,12,62.0,305.0,19.0,GP
80758.0,6,54.0,45.0,24.0,GP
80758.0,20,37.0,161.0,,GP
80758.0,19,32.0,76.0,15.0,GP
80758.0,25,29.0,313.0,27.0,GP
80758.0,24,19.0,226.0,,GP
80758.0,22,10.0,138.0,,GP
80758.0,17,10.0,86.0,,GP
80758.0,5,7.0,182.0,18.0,GP
80758.0,29,2.0,277.0,,GP
80758.0,86,63.0,298.0,,GL
80758.0,76,63.0,290.0,,GL
80758.0,85,42.0,33.0,35.0,GL
80758.0,75,39.0,180.0,,GL
80758.0,77,22.0,328.0,,GL
80758.0,87,20.0,252.0,,GL
80758.0,69,9.0,31.0,25.0,GL
80758.0,27,68.0,158.0,,GA
80758.0,13,66.0,233.0,8.0,GA
80758.0,15,56.0,43.0,19.0,GA
80758.0,21,53.0,308.0,,GA
80758.0,30,16.0,142.0,,GA
80758.0,26,12.0,228.0,,GA
80758.0,34,7.0,46.0,13.0,GA
80758.0,27,70.0,307.0,17.0,GB
80758.0,46,53.0,261.0,13.0,GB
80758.0,28,47.0,53.0,24.0,GB
80758.0,30,24.0,264.0,2.0,GB
80758.0,36,22.0,314.0,24.0,GB
80758.0,33,19.0,77.0,,GB
80758.0,41,14.0,127.0,,GB
80758.0,14,12.0,52.0,,GB
80758.0,39,5.0,332.0,29.0,GB
80758.0,42,3.0,29.0,25.0,GB
80758.0,16,1.0,340.0,,GB
80758.0,36,22.0,314.0,16.0,GB
80758.0,39,5.0,332.0,16.0,GB
80758.0,42,3.0,29.0,17.0,GB
80763.0,11,85.0,220.0,,GP
80763.0,12,62.0,305.0,18.0,GP
80763.0,6,54.0,45.0,23.0,GP
80763.0,20,37.0,161.0,,GP
80763.0,19,32.0,76.0,15.0,GP
80763.0,25,29.0,313.0,27.0,GP
80763.0,24,19.0,226.0,,GP
80763.0,22,10.0,138.0,,GP
80763.0,17,10.0,86.0,,GP
80763.0,5,7.0,182.0,16.0,GP
80763.0,29,2.0,277.0,,GP
80763.0,86,63.0,298.0,,GL
80763.0,76,63.0,290.0,,GL
80763.0,85,42.0,33.0,37.0,GL
80763.0,75,39.0,180.0,,GL
80763.0,77,22.0,328.0,,GL
80763.0,87,20.0,252.0,16.0,GL
80763.0,69,9.0,31.0,24.0,GL
80763.0,27,68.0,158.0,,GA
80763.0,13,66.0,233.0,9.0,GA
80763.0,15,56.0,43.0,13.0,GA
80763.0,21,54.0,308.0,,GA
80763.0,30,16.0,142.0,,GA
80763.0,26,12.0,228.0,,GA
80763.0,34,7.0,46.0,13.0,GA
80763.0,27,70.0,307.0,15.0,GB
80763.0,46,53.0,261.0,14.0,GB
80763.0,28,47.0,53.0,17.0,GB
80763.0,30,24.0,264.0,2.0,GB
80763.0,36,22.0,314.0,24.0,GB
80763.0,33,19.0,77.0,,GB
80763.0,41,14.0,127.0,,GB
80763.0,14,12.0,52.0,,GB
80763.0,39,5.0,332.0,24.0,GB
80763.0,42,3.0,29.0,27.0,GB
80763.0,16,1.0,340.0,,GB
80763.0,39,5.0,332.0,1.0,GB
80763.0,42,3.0,29.0,20.0,GB
80768.0,11,85.0,220.0,,GP
80768.0,12,62.0,305.0,15.0,GP
80768.0,6,54.0,45.0,21.0,GP
80768.0,20,37.0,161.0,,GP
80768.0,19,32.0,76.0,15.0,GP
80768.0,25,29.0,313.0,23.0,GP
80768.0,24,19.0,226.0,,GP
80768.0,22,10.0,138.0,,GP
80768.0,17,10.0,86.0,,GP
80768.0,5,7.0,182.0,15.0,GP
80768.0,29,2.0,277.0,,GP
80768.0,76,63.0,290.0,,GL
80768.0,86,63.0,298.0,,GL
80768.0,85,42.0,33.0,19.0,GL
80768.0,75,39.0,180.0,,GL
80768.0,77,22.0,328.0,,GL
80768.0,87,20.0,252.0,14.0,GL
80768.0,69,9.0,31.0,23.0,GL
80768.0,27,66.0,158.0,,GA
80768.0,13,66.0,233.0,9.0,GA
80768.0,15,56.0,43.0,8.0,GA
80768.0,21,54.0,308.0,,GA
80768.0,30,16.0,142.0,,GA
80768.0,26,13.0,228.0,,GA
80768.0,34,7.0,46.0,11.0,GA
80768.0,27,70.0,307.0,11.0,GB
80768.0,46,53.0,261.0,,GB
80768.0,28,47.0,53.0,20.0,GB
80768.0,30,24.0,264.0,2.0,GB
80768.0,36,22.0,314.0,23.0,GB
80768.0,33,19.0,77.0,,GB
80768.0,14,12.0,52.0,,GB
80768.0,39,5.0,332.0,2.0,GB
80768.0,42,3.0,29.0,28.0,GB
80768.0,16,1.0,340.0,,GB
80768.0,30,24.0,264.0,1.0,GB
80768.0,39,5.0,332.0,13.0,GB
80768.0,42,3.0,29.0,20.0,GB
80773.0,11,85.0,220.0,,GP
80773.0,12,62.0,305.0,23.0,GP
80773.0,6,54.0,45.0,44.0,GP
80773.0,20,37.0,161.0,,GP
80773.0,19,32.0,76.0,18.0,GP
80773.0,25,29.0,313.0,24.0,GP
80773.0,24,19.0,226.0,,GP
80773.0,22,10.0,138.0,,GP
80773.0,17,10.0,86.0,,GP
80773.0,5,7.0,182.0,,GP
80773.0,29,2.0,277.0,,GP
80773.0,6,54.0,45.0,25.0,GP
80773.0,86,63.0,298.0,,GL
80773.0,76,63.0,290.0,,GL
80773.0,85,42.0,33.0,47.0,GL
80773.0,75,39.0,180.0,,GL
80773.0,77,22.0,328.0,,GL
80773.0,87,20.0,252.0,31.0,GL
80773.0,70,14.0,91.0,,GL
80773.0,69,9.0,31.0,3.0,GL
80773.0,13,66.0,233.0,12.0,GA
80773.0,27,66.0,158.0,,GA
80773.0,15,56.0,43.0,7.0,GA
80773.0,21,54.0,308.0,3.0,GA
80773.0,30,15.0,142.0,,GA
80773.0,26,13.0,228.0,,GA
80773.0,34,7.0,46.0,15.0,GA
80773.0,27,70.0,307.0,14.0,GB
80773.0,46,53.0,261.0,,GB
80773.0,28,47.0,53.0,39.0,GB
80773.0,30,24.0,264.0,3.0,GB
80773.0,36,22.0,314.0,44.0,GB
80773.0,33,19.0,77.0,,GB
80773.0,14,12.0,52.0,,GB
80773.0,39,5.0,332.0,3.0,GB
80773.0,42,3.0,29.0,41.0,GB
80773.0,16,1.0,340.0,,GB
80773.0,30,24.0,264.0,2.0,GB
80773.0,36,22.0,314.0,29.0,GB
80773.0,39,5.0,332.0,17.0,GB
80773.0,42,3.0,29.0,2.0,GB
80778.0,11,85.0,220.0,24.0,GP
80778.0,12,62.0,305.0,43.0,GP
80778.0,6,54.0,45.0,47.0,GP
80778.0,20,37.0,161.0,,GP
80778.0,19,32.0,76.0,24.0,GP
80778.0,25,29.0,313.0,49.0,GP
80778.0,24,19.0,226.0,29.0,GP
80778.0,22,10.0,138.0,,GP
80778.0,17,10.0,86.0,,GP
80778.0,5,7.0,182.0,,GP
80778.0,29,2.0,277.0,,GP
80778.0,6,54.0,45.0,28.0,GP
80778.0,25,29.0,313.0,40.0,GP
80778.0,76,63.0,290.0,32.0,GL
80778.0,86,63.0,298.0,39.0,GL
80778.0,85,42.0,33.0,50.0,GL
80778.0,75,39.0,180.0,,GL
80778.0,77,22.0,328.0,37.0,GL
80778.0,87,20.0,252.0,34.0,GL
80778.0,69,9.0,31.0,47.0,GL
80778.0,27,66.0,158.0,,GA
80778.0,13,66.0,233.0,20.0,GA
80778.0,15,56.0,43.0,,GA
80778.0,21,54.0,308.0,4.0,GA
80778.0,30,15.0,142.0,,GA
80778.0,26,13.0,228.0,,GA
80778.0,34,6.0,47.0,25.0,GA
80778.0,21,54.0,308.0,37.0,GA
80778.0,27,70.0,307.0,12.0,GB
80778.0,46,53.0,261.0,29.0,GB
80778.0,28,47.0,53.0,46.0,GB
80778.0,30,24.0,264.0,3.0,GB
80778.0,36,22.0,314.0,48.0,GB
80778.0,33,19.0,77.0,,GB
80778.0,14,12.0,52.0,,GB
80778.0,39,5.0,332.0,3.0,GB
80778.0,42,3.0,29.0,49.0,GB
80778.0,16,1.0,340.0,,GB
80778.0,27,70.0,307.0,26.0,GB
80778.0,28,47.0,53.0,30.0,GB
80778.0,30,24.0,264.0,30.0,GB
80778.0,36,22.0,314.0,4.0,GB
80778.0,39,5.0,332.0,2.0,GB
80778.0,42,3.0,29.0,25.0,GB
80783.0,11,85.0,220.0,49.0,GP
80783.0,12,62.0,305.0,51.0,GP
80783.0,6,54.0,45.0,50.0,GP
80783.0,20,37.0,161.0,,GP
80783.0,19,32.0,76.0,31.0,GP
80783.0,25,29.0,313.0,49.0,GP
80783.0,24,19.0,226.0,23.0,GP
80783.0,22,10.0,138.0,,GP
80783.0,17,10.0,86.0,,GP
80783.0,5,7.0,182.0,,GP
80783.0,29,2.0,277.0,,GP
80783.0,11,85.0,220.0,43.0,GP
80783.0,6,54.0,45.0,44.0,GP
80783.0,25,29.0,313.0,40.0,GP
80783.0,76,63.0,290.0,50.0,GL
80783.0,86,63.0,298.0,48.0,GL
80783.0,85,42.0,33.0,51.0,GL
80783.0,75,39.0,180.0,2.0,GL
80783.0,77,22.0,328.0,37.0,GL
80783.0,87,20.0,252.0,34.0,GL
80783.0,70,14.0,90.0,,GL
80783.0,69,9.0,29.0,5.0,GL
80783.0,27,66.0,158.0,28.0,GA
80783.0,13,66.0,233.0,44.0,GA
80783.0,15,56.0,43.0,49.0,GA
80783.0,21,54.0,308.0,4.0,GA
80783.0,30,15.0,142.0,,GA
80783.0,26,13.0,228.0,18.0,GA
80783.0,34,6.0,47.0,25.0,GA
80783.0,21,54.0,308.0,42.0,GA
80783.0,27,70.0,307.0,51.0,GB
80783.0,46,53.0,261.0,49.0,GB
80783.0,28,47.0,53.0,49.0,GB
80783.0,37,31.0,186.0,,GB
80783.0,30,24.0,264.0,47.0,GB
80783.0,36,22.0,314.0,49.0,GB
80783.0,33,19.0,77.0,20.0,GB
80783.0,41,14.0,127.0,,GB
80783.0,14,12.0,52.0,,GB
80783.0,39,5.0,332.0,41.0,GB
80783.0,42,3.0,29.0,47.0,GB
80783.0,16,1.0,340.0,,GB
80783.0,27,70.0,307.0,40.0,GB
80783.0,46,53.0,261.0,42.0,GB
80783.0,28,47.0,53.0,38.0,GB
80783.0,30,24.0,264.0,3.0,GB
80783.0,36,22.0,314.0,3.0,GB
80783.0,39,5.0,332.0,26.0,GB
80783.0,42,3.0,29.0,27.0,GB
80788.0,11,85.0,220.0,49.0,GP
80788.0,12,62.0,305.0,51.0,GP
80788.0,6,54.0,45.0,50.0,GP
80788.0,20,37.0,161.0,,GP
80788.0,19,32.0,76.0,27.0,GP
80788.0,25,29.0,313.0,48.0,GP
80788.0,24,19.0,226.0,29.0,GP
80788.0,22,10.0,138.0,,GP
80788.0,17,10.0,86.0,,GP
80788.0,5,7.0,182.0,,GP
80788.0,29,2.0,277.0,,GP
80788.0,40,,,2.0,GP
80788.0,11,85.0,220.0,42.0,GP
80788.0,6,54.0,45.0,42.0,GP
80788.0,25,29.0,313.0,39.0,GP
80788.0,24,19.0,226.0,1.0,GP
80788.0,76,64.0,287.0,50.0,GL
80788.0,86,63.0,298.0,48.0,GL
80788.0,85,42.0,33.0,51.0,GL
80788.0,75,38.0,180.0,2.0,GL
80788.0,77,22.0,328.0,40.0,GL
80788.0,87,20.0,252.0,30.0,GL
80788.0,69,9.0,29.0,45.0,GL
80788.0,13,66.0,233.0,44.0,GA
80788.0,27,66.0,158.0,26.0,GA
80788.0,15,56.0,43.0,49.0,GA
80788.0,21,54.0,308.0,4.0,GA
80788.0,30,15.0,142.0,,GA
80788.0,26,13.0,228.0,18.0,GA
80788.0,34,6.0,47.0,20.0,GA
80788.0,13,66.0,233.0,35.0,GA
80788.0,27,66.0,158.0,22.0,GA
80788.0,21,54.0,308.0,41.0,GA
80788.0,27,70.0,307.0,49.0,GB
80788.0,46,53.0,261.0,47.0,GB
80788.0,28,47.0,53.0,49.0,GB
80788.0,37,31.0,186.0,,GB
80788.0,30,24.0,264.0,45.0,GB
80788.0,36,22.0,314.0,46.0,GB
80788.0,33,19.0,77.0,,GB
80788.0,41,14.0,127.0,,GB
80788.0,14,12.0,52.0,19.0,GB
80788.0,39,5.0,332.0,40.0,GB
80788.0,42,3.0,29.0,44.0,GB
80788.0,16,1.0,340.0,,GB
80788.0,27,70.0,307.0,40.0,GB
80788.0,46,53.0,261.0,38.0,GB
80788.0,28,47.0,53.0,39.0,GB
80788.0,30,24.0,264.0,3.0,GB
80788.0,36,22.0,314.0,3.0,GB
80788.0,39,5.0,332.0,23.0,GB
80788.0,42,3.0,29.0,29.0,GB
80793.0,11,85.0,220.0,41.0,GP
80793.0,12,62.0,305.0,38.0,GP
80793.0,6,54.0,45.0,48.0,GP
80793.0,20,37.0,161.0,,GP
80793.0,19,32.0,76.0,35.0,GP
80793.0,25,29.0,313.0,46.0,GP
80793.0,24,19.0,226.0,18.0,GP
80793.0,22,10.0,138.0,,GP
80793.0,17,10.0,86.0,,GP
80793.0,5,7.0,182.0,,GP
80793.0,29,2.0,277.0,,GP
80793.0,40,,,,GP
80793.0,11,85.0,220.0,31.0,GP
80793.0,6,54.0,45.0,39.0,GP
80793.0,25,29.0,313.0,34.0,GP
80793.0,24,19.0,226.0,1.0,GP
80793.0,76,64.0,287.0,40.0,GL
80793.0,86,63.0,298.0,43.0,GL
80793.0,85,42.0,33.0,51.0,GL
80793.0,75,38.0,180.0,2.0,GL
80793.0,77,24.0,327.0,40.0,GL
80793.0,87,20.0,252.0,28.0,GL
80793.0,70,14.0,90.0,,GL
80793.0,69,9.0,29.0,4.0,GL
80793.0,13,66.0,233.0,30.0,GA
80793.0,27,66.0,158.0,,GA
80793.0,15,56.0,43.0,39.0,GA
80793.0,21,54.0,308.0,4.0,GA
80793.0,26,13.0,228.0,18.0,GA
80793.0,34,6.0,47.0,25.0,GA
80793.0,13,66.0,233.0,25.0,GA
80793.0,27,66.0,158.0,21.0,GA
80793.0,21,54.0,308.0,26.0,GA
80793.0,27,70.0,307.0,40.0,GB
80793.0,46,53.0,261.0,39.0,GB
80793.0,28,47.0,53.0,41.0,GB
80793.0,37,31.0,186.0,,GB
80793.0,30,24.0,264.0,41.0,GB
80793.0,36,22.0,314.0,49.0,GB
80793.0,33,19.0,77.0,,GB
80793.0,41,14.0,127.0,2.0,GB
80793.0,14,12.0,52.0,19.0,GB
80793.0,39,5.0,332.0,42.0,GB
80793.0,42,3.0,29.0,44.0,GB
80793.0,16,1.0,340.0,,GB
80793.0,27,70.0,307.0,31.0,GB
80793.0,46,53.0,261.0,20.0,GB
80793.0,28,47.0,53.0,29.0,GB
80793.0,39,5.0,332.0,2.0,GB
80793.0,42,3.0,29.0,3.0,GB
80798.0,11,85.0,220.0,41.0,GP
80798.0,12,62.0,305.0,36.0,GP
80798.0,6,54.0,45.0,47.0,GP
80798.0,20,37.0,161.0,2.0,GP
80798.0,19,32.0,76.0,34.0,GP
80798.0,25,29.0,313.0,46.0,GP
80798.0,24,19.0,226.0,24.0,GP
80798.0,22,10.0,138.0,,GP
80798.0,17,10.0,86.0,23.0,GP
80798.0,5,7.0,182.0,,GP
80798.0,29,2.0,277.0,,GP
80798.0,45,,,,GP
80798.0,11,85.0,220.0,31.0,GP
80798.0,6,54.0,45.0,39.0,GP
80798.0,25,29.0,313.0,36.0,GP
80798.0,24,19.0,226.0,2.0,GP
80798.0,86,64.0,302.0,42.0,GL
80798.0,76,64.0,287.0,41.0,GL
80798.0,85,41.0,34.0,51.0,GL
80798.0,75,38.0,180.0,1.0,GL
80798.0,77,24.0,327.0,40.0,GL
80798.0,87,20.0,252.0,28.0,GL
80798.0,69,9.0,29.0,44.0,GL
80798.0,13,66.0,233.0,32.0,GA
80798.0,27,66.0,158.0,19.0,GA
80798.0,15,56.0,43.0,39.0,GA
80798.0,21,54.0,308.0,4.0,GA
80798.0,30,15.0,142.0,,GA
80798.0,26,13.0,228.0,19.0,GA
80798.0,34,6.0,47.0,24.0,GA
80798.0,13,66.0,233.0,24.0,GA
80798.0,27,66.0,158.0,20.0,GA
80798.0,15,56.0,43.0,27.0,GA
80798.0,21,54.0,308.0,2.0,GA
80798.0,34,6.0,47.0,19.0,GA
80798.0,27,70.0,307.0,35.0,GB
80798.0,46,53.0,261.0,42.0,GB
80798.0,28,47.0,53.0,41.0,GB
80798.0,37,31.0,186.0,2.0,GB
80798.0,30,24.0,264.0,39.0,GB
80798.0,36,22.0,314.0,49.0,GB
80798.0,33,19.0,77.0,,GB
80798.0,41,14.0,127.0,2.0,GB
80798.0,14,12.0,52.0,19.0,GB
80798.0,39,5.0,332.0,42.0,GB
80798.0,42,3.0,29.0,44.0,GB
80798.0,16,1.0,340.0,2.0,GB
80798.0,27,70.0,307.0,34.0,GB
80798.0,46,53.0,261.0,21.0,GB
80798.0,28,47.0,53.0,33.0,GB
80798.0,30,24.0,264.0,3.0,GB
80798.0,36,22.0,314.0,2.0,GB
80798.0,39,5.0,332.0,29.0,GB
80798.0,42,3.0,29.0,38.0,GB
80803.0,11,85.0,220.0,41.0,GP
80803.0,12,62.0,305.0,33.0,GP
80803.0,6,54.0,45.0,47.0,GP
80803.0,20,37.0,161.0,2.0,GP
80803.0,19,32.0,76.0,34.0,GP
80803.0,25,29.0,313.0,46.0,GP
80803.0,24,19.0,226.0,24.0,GP
80803.0,22,10.0,138.0,,GP
80803.0,17,10.0,86.0,21.0,GP
80803.0,5,7.0,182.0,,GP
80803.0,29,2.0,277.0,,GP
80803.0,11,85.0,220.0,31.0,GP
80803.0,6,54.0,45.0,38.0,GP
80803.0,25,29.0,313.0,36.0,GP
80803.0,24,19.0,226.0,2.0,GP
80803.0,76,64.0,287.0,42.0,GL
80803.0,86,64.0,302.0,43.0,GL
80803.0,85,41.0,34.0,50.0,GL
80803.0,75,38.0,180.0,1.0,GL
80803.0,77,24.0,327.0,41.0,GL
80803.0,87,20.0,253.0,19.0,GL
80803.0,70,14.0,90.0,,GL
80803.0,69,9.0,29.0,4.0,GL
80803.0,27,66.0,158.0,16.0,GA
80803.0,13,66.0,233.0,33.0,GA
80803.0,15,56.0,43.0,39.0,GA
80803.0,21,54.0,308.0,4.0,GA
80803.0,30,15.0,142.0,18.0,GA
80803.0,26,13.0,228.0,21.0,GA
80803.0,34,6.0,47.0,24.0,GA
80803.0,13,66.0,233.0,23.0,GA
80803.0,27,66.0,158.0,19.0,GA
80803.0,15,56.0,43.0,27.0,GA
80803.0,21,54.0,308.0,2.0,GA
80803.0,34,6.0,47.0,20.0,GA
80803.0,27,70.0,307.0,35.0,GB
80803.0,46,53.0,261.0,43.0,GB
80803.0,28,47.0,53.0,41.0,GB
80803.0,37,31.0,186.0,2.0,GB
80803.0,30,24.0,264.0,36.0,GB
80803.0,36,22.0,314.0,49.0,GB
80803.0,33,19.0,77.0,,GB
80803.0,41,14.0,127.0,2.0,GB
80803.0,14,12.0,52.0,24.0,GB
80803.0,39,5.0,332.0,42.0,GB
80803.0,42,3.0,29.0,44.0,GB
80803.0,16,1.0,340.0,2.0,GB
80803.0,27,70.0,307.0,34.0,GB
80803.0,46,53.0,261.0,21.0,GB
80803.0,28,47.0,53.0,33.0,GB
80803.0,30,24.0,264.0,3.0,GB
80803.0,36,22.0,314.0,2.0,GB
80803.0,39,5.0,332.0,29.0,GB
80803.0,42,3.0,29.0,37.0,GB
80808.0,11,85.0,220.0,41.0,GP
80808.0,12,62.0,305.0,34.0,GP
80808.0,6,54.0,45.0,47.0,GP
80808.0,20,37.0,161.0,,GP
80808.0,19,32.0,76.0,34.0,GP
80808.0,25,29.0,313.0,46.0,GP
80808.0,24,19.0,226.0,21.0,GP
80808.0,22,10.0,138.0,2.0,GP
80808.0,17,10.0,86.0,18.0,GP
80808.0,5,7.0,182.0,,GP
80808.0,29,2.0,277.0,,GP
80808.0,11,85.0,220.0,31.0,GP
80808.0,6,54.0,45.0,38.0,GP
80808.0,25,29.0,313.0,36.0,GP
80808.0,24,19.0,226.0,2.0,GP
80808.0,76,64.0,287.0,41.0,GL
80808.0,86,64.0,302.0,42.0,GL
80808.0,85,41.0,34.0,50.0,GL
80808.0,75,38.0,180.0,1.0,GL
80808.0,77,24.0,327.0,41.0,GL
80808.0,87,20.0,253.0,31.0,GL
80808.0,70,14.0,90.0,,GL
80808.0,69,9.0,29.0,4.0,GL
80808.0,27,66.0,158.0,14.0,GA
80808.0,13,66.0,233.0,34.0,GA
80808.0,15,56.0,43.0,39.0,GA
80808.0,21,54.0,308.0,4.0,GA
80808.0,30,15.0,142.0,19.0,GA
80808.0,26,13.0,228.0,21.0,GA
80808.0,34,6.0,47.0,21.0,GA
80808.0,13,66.0,233.0,23.0,GA
80808.0,27,66.0,158.0,19.0,GA
80808.0,15,56.0,43.0,27.0,GA
80808.0,21,54.0,308.0,2.0,GA
80808.0,34,6.0,47.0,20.0,GA
80808.0,27,70.0,307.0,34.0,GB
80808.0,46,53.0,261.0,43.0,GB
80808.0,28,47.0,53.0,41.0,GB
80808.0,37,31.0,186.0,2.0,GB
80808.0,30,24.0,264.0,,GB
80808.0,36,22.0,314.0,49.0,GB
80808.0,33,19.0,77.0,21.0,GB
80808.0,41,14.0,127.0,1.0,GB
80808.0,14,12.0,52.0,20.0,GB
80808.0,39,5.0,332.0,42.0,GB
80808.0,42,3.0,29.0,43.0,GB
80808.0,16,1.0,340.0,2.0,GB
80808.0,27,70.0,307.0,34.0,GB
80808.0,46,53.0,261.0,21.0,GB
80808.0,28,47.0,53.0,33.0,GB
80808.0,30,24.0,264.0,3.0,GB
80808.0,36,22.0,314.0,2.0,GB
80808.0,39,5.0,332.0,30.0,GB
80808.0,42,3.0,29.0,37.0,GB
80813.0,11,85.0,220.0,41.0,GP
80813.0,12,62.0,305.0,34.0,GP
80813.0,6,54.0,45.0,46.0,GP
80813.0,20,37.0,161.0,,GP
80813.0,19,32.0,76.0,35.0,GP
80813.0,25,29.0,313.0,47.0,GP
80813.0,24,19.0,226.0,22.0,GP
80813.0,22,10.0,138.0,2.0,GP
80813.0,17,10.0,86.0,18.0,GP
80813.0,5,7.0,182.0,,GP
80813.0,29,2.0,277.0,,GP
80813.0,11,85.0,220.0,32.0,GP
80813.0,6,54.0,45.0,38.0,GP
80813.0,25,29.0,313.0,36.0,GP
80813.0,24,19.0,226.0,2.0,GP
80813.0,86,64.0,302.0,42.0,GL
80813.0,76,64.0,287.0,42.0,GL
80813.0,85,41.0,34.0,49.0,GL
80813.0,75,38.0,180.0,1.0,GL
80813.0,77,24.0,327.0,38.0,GL
80813.0,87,20.0,253.0,28.0,GL
80813.0,69,9.0,29.0,44.0,GL
80813.0,27,66.0,158.0,13.0,GA
80813.0,13,66.0,233.0,35.0,GA
80813.0,15,56.0,43.0,39.0,GA
80813.0,21,54.0,308.0,4.0,GA
80813.0,30,15.0,142.0,,GA
80813.0,26,13.0,228.0,18.0,GA
80813.0,34,6.0,47.0,17.0,GA
80813.0,13,66.0,233.0,24.0,GA
80813.0,27,66.0,158.0,20.0,GA
80813.0,15,56.0,43.0,27.0,GA
80813.0,21,54.0,308.0,2.0,GA
80813.0,34,6.0,47.0,20.0,GA
